0
Aversion
Ekelgefühl
Gräuel
Sichabwenden
Widerwille
Degout
Zeitvertreib
Ablenkung
Abwechslung
Beschäftigung
Zerstreuung
Divertissement
Ablenkung
Deviation
Ablenkung
Abschweifung
Abweichung
Ablenkung
Scheinaktivität
Abfall
Abnahme
Dämpfung
Einbuße
Nachlassen
Regression
Rückgang
Schwund
Verringerung
Degression
Dekreszenz
Bewilligung
Erlaubnis
Freigabe
Zustimmung
Abnahme
Ekel
Ablehnung
Abneigung
Abscheu
Aversion
Ekelgefühl
Gräuel
Sichabwenden
Widerwille
Degout
Abneigung
Abscheu
Antipathie
Aversion
Ekel
horror
widerstreben
Widerwille
Abneigung
Antipathie
Aversion
Unwille
Abnützung
Abreibung
abschaben
Abschleifung
Abnutzung
Verbrauch
verschleißen
abreißen
Ausschnitt
Auszug
Digest
Inhaltsangabe
Inhaltsübersicht
Klappentext
Kurzzusammenfassung
Zusammenfassung
abstract
Epitome
Konspekt
Abrégé
Breviarium
Exzerpt
Abbruch
abreißen
Demolierung
Zerstörung
Abschaffung
Annullierung
Aufhebung
Auflösung
Beseitigung
Einstellung
Streichung
Abschreckung
Einschüchterung
Steuerabschreibung
Wertverminderung
Abschreibung
Abschuss
Tötung
Abschwächung
Erleichterung
Linderung
Lockerung
Milderung
Palliation
Abbremsung
Abschwächung
Bändigung
Beherrschung
Mäßigung
Zähmung
Zügelung
Abspaltung
Aufsplittung
Dissoziation
Herauslösung
Trennung
Abspaltung
Fork
Ablösung
Absonderung
Abspaltung
Loslösung
Sekretion
Sezession
Trennung
Ableger
Abspaltung
Ausgliederung
Ausgründung
Auslagerung
Absperrung
Abriegelung
Barriere
Blockade
Sperre
Verbarrikadierung
Abgrenzung
Absperrung
Befriedung
Einfriedigung
Einfriedung
Eingrenzung
Einhegung
Einzäunung
Umfassung
Umfriedung
Umgrenzung
Abstieg
heruntersteigen
hinuntersteigen
Talfahrt
Abstrich
Einbuße
Kürzung
Schmälerung
Absturz
Kollaps
Niedergang
Zusammenbruch
Absturz
Bluescreen
Crash
Aberwitz
Absurdität
Hirnrissigkeit
Hirnverbranntheit
Irrwitz
Unding
Unsinnigkeit
Wahnwitz
Widersinnigkeit
Abweichung
Regelwidrigkeit
Unregelmäßigkeit
abliegen
Abweichung
Azimut
Aberration
Abnormalität
Abweichung
Verirrung
Abweichung
Fluktuation
Schwankung
Turbulenz
Unstetigkeit
Volatilität
Abweichung
Diskrepanz
Misshelligkeit
Missverhältnis
Nichtübereinstimmen
Nichtübereinstimmung
Uneinigkeit
Ungereimtheit
Unstimmigkeit
Unterschied
Verschiedenheit
Widerspruch
Widersprüchlichkeit
Inkonsistenz
Abweichung
Differenz
Unterschied
Verschiedenheit
Ablenkung
Abschweifung
Abweichung
Abweichung
auseinandergehen
Divergenz
Ungleichheit
Verschiedenartigkeit
Antagonismus
Abweisung
Inkonzilianz
Unverbindlichkeit
Versagung
Abweisung
Zurückweisung
Abfuhr
Ablehnung
Absage
Nein
Nichtanerkennung
Rückweisung
Verneinung
Verweigerung
Weigerung
Zurückweisung
Abweisung
Exkusation
Abwertung
Deklassierung
Diskreditierung
Entwertung
Devaluation
Abwertung
Abqualifizierung
Herabsetzung
Verächtlichmachung
Betrug
Betrügerei
Gaunerei
Irreführung
Manipulation
Nepp
Prellerei
Rosstäuscherei
Schwindel
Täuschung
Trickserei
Fraud
Scam
Schurkenstück
abzocken
Bauernfängerei
Beschmu
Beschub
Beschupp
Mogelpackung
Schmu
Schummelei
Beschiss
abzocken
Abzockerei
Geldmacherei
Geldschneiderei
Profitmacherei
wuchern
Beutelschneiderei
Achtlosigkeit
Fahrlässigkeit
Gedankenlosigkeit
Gleichgültigkeit
Nachlässigkeit
Nichtbeachtung
Unachtsamkeit
Ungenauigkeit
Vernachlässigung
Schlampigkeit
Schludrigkeit
Leckmichamarscheinstellung
Affäre
Angelegenheit
Liebesaffäre
Affäre
Buhlerei
Fremdgehen
Gspusi
Liaison
Liebelei
Liebesverhältnis
Liebschaft
Nebenbeziehung
Seitensprung
Verhältnis
Frauengeschichte
Krösken
Techtelmechtel
Affäre
Aufsehen
Schande
Skandal
Aggression
Angriff
Überfall
Aggression
Anfeindung
Animosität
Beschimpfung
Verbalattacke
Aggressivität
Bissigkeit
Sarkasmus
Schärfe
Aggressionsbereitschaft
Aggressivität
Angriffslust
Streitlust
Aggressor
Angreifer
attackierend
Eindringling
Agitation
Hetze
Agitation
Hetze
Manipulation
Propaganda
Täuschung
Volksverdummung
Agitation
Agitiertheit
Alarm
Alarmruf
Alarmsignal
Gefahrenmeldung
Notruf
Warnsignal
Warnton
Albdruck
Albtraum
Alpdruck
Alptraum
Angsttraum
Nachtmahr
Nachtschaden
Albdruck
Albtraum
Alpdruck
Alptraum
Angsttraum
Nachtmahr
Nachtschaden
Albtraum
Horrorvorstellung
Amateur
Anfänger
Dilettant
Laie
Nichtfachmann
Praktikant
Ungelehrte
Ambivalenz
Unentschiedenheit
Zwiespältigkeit
Ambivalenz
Doppeldeutigkeit
Androhung
Bedrohung
Drohung
Anfälligkeit
Fragilität
Gebrechlichkeit
Kränklichkeit
Labilität
Schwäche
Zartheit
Affinität
Anfälligkeit
Hang
Neigung
Tendenz
Aggressor
Angreifer
attackierend
Eindringling
Angriff
Attacke
Einfall
Offensive
Sturm
Überfall
Übergriff
Vorstoß
Angriff
Anschlag
Einfall
Überfall
Aggression
Angriff
Überfall
Zugriff
Angriff
Attacke
Angst
Angstgefühl
Bedenken
Bedrohungsgefühl
Befürchtung
Beklemmung
Beklommenheit
Furcht
Scheu
Sorge
Bammel
Flattermann
Fracksausen
Manschetten
Muff
Muffensausen
Schiss
Anklage
Klage
Anklage
Anklagevertretung
Anklage
Anmaßung
Hochmut
Hybris
Selbstüberhöhung
Vermessenheit
Anmaßung
Dünkel
Hoffart
Prätension
Prätention
Stolz
Überheblichkeit
Anmaßung
Annullierung
Aufhebung
Abschaffung
Annullierung
Aufhebung
Auflösung
Beseitigung
Einstellung
Streichung
Abnormität
Anomalie
Auffälligkeit
Besonderheit
Normabweichung
Regelwidrigkeit
Unregelmäßigkeit
Anspannung
Anstrengung
Kraftaufwand
Anspannung
Gespanntheit
Nervenkitzel
Nervosität
Spannung
Suspense
thrill
Kick
Anstrengung
Bemühen
Bemühung
Bestreben
Bestrebung
Versuch
Anlauf
Anstrengung
Bemühen
Bemühung
Effort
Mühe
Strapaze
Entgegenkommen
Mühewaltung
Fitz
Anspannung
Anstrengung
Kraftaufwand
Anstrengung
Arbeitsaufwand
Aufwand
Aufwendung
Kraftaufwand
Mühe
Abneigung
Abscheu
Antipathie
Aversion
Ekel
horror
widerstreben
Widerwille
Abneigung
Antipathie
Aversion
Unwille
Arbeitslosigkeit
Beschäftigungslosigkeit
Erwerbslosigkeit
Armseligkeit
Armut
Dürftigkeit
Entbehrung
Kargheit
Mangel
Not
Armut
Geldnot
Mittellosigkeit
Arroganz
Blasiertheit
Egozentrik
Einbildung
Eingebildetsein
Hochmut
Hoffart
Narzissmus
Selbstgefälligkeit
Selbstverliebtheit
Stolz
Überheblichkeit
Dünkel
Hybris
Prätention
Selbstüberhebung
after
Darmausgang
Anus
Weidloch
Rosette
Arschloch
Hundesohn
Dreckskerl
Mistkerl
Affenarsch
Arsch
Arschloch
Drecksack
Flachwichser
Hackfresse
Hund
Hurensohn
Kackbratze
Kackstiefel
Sack
Sackgesicht
Sauhund
Sausack
Scheißkerl
Schwein
Schweinehund
saubeuteln
Wichser
Anfall
Attacke
Zusammenbruch
Angriff
Attacke
Einfall
Offensive
Sturm
Überfall
Übergriff
Vorstoß
Zugriff
Angriff
Attacke
Aufhebung
Auflösung
Beendigung
erlassen
widerrufen
Zurücknahme
Annullierung
Aufhebung
Abrogation
Aufhebung
Außerkraftsetzung
Kündigung
Abschaffung
Annullierung
Aufhebung
Auflösung
Beseitigung
Einstellung
Streichung
Aufhebung
Aussetzung
Suspension
Unterbrechung
Abbau
Abbruch
Auflösung
Demontage
Dissipation
Entlassung
Rückbau
Untergang
Zerfall
Zerlegung
Zerrüttung
Zersplitterung
Zerstreuung
Zerteilung
Zertrennung
Aufhebung
Auflösung
Beendigung
erlassen
widerrufen
Zurücknahme
Auflösung
Ausgang
Auflösung
Granularität
Rasterung
Zerlegungsgrad
Antwort
Auflösung
Ergebnis
Lösung
Problemlösung
Beantwortung
Abwicklung
Auflösung
Kahlschlag
Liquidation
Schließung
Stilllegung
Abschaffung
Annullierung
Aufhebung
Auflösung
Beseitigung
Einstellung
Streichung
Auflösung
Verfall
Zerfall
Dissolution
Aufregung
Belastung
Druck
Hektik
Nervosität
Streß
Aufgeregtheit
Aufregung
Exaltation
Überregung
Empörung
Ärger
Aufgebrachtheit
Aufgebrachtsein
Aufgeregtheit
Aufregung
Echauffiertheit
Echauffierung
Empörtheit
Entrüstung
Erbostheit
Feindseligkeit
Furor
Gereiztheit
Indignation
Ingrimm
Jähzorn
ragen
Raserei
Stinkwut
Verärgerung
Wut
Wüterei
Zorn
Gefrett
Gfrett
Scheißwut
Tamtam
Aufheben
Aufregung
Aufruhr
Aufsehen
Federlesen
Gesums
Getöse
Getue
Gewese
Hype
Hysterie
Schaumschlägerei
Tamtam
Theaterdonner
Wirbel
Aufgeregtheit
Furore
aufreißen
Bohei
Buhei
Gehabe
Gemach
Getrommel
Riesenbohei
Rummel
Tebs
Theater
Trara
Geschiss
Aufregung
Begeisterung
Hype
Hysterie
Masseneuphorie
Massenhysterie
Medienhype
Medienrummel
Reklamerummel
Ballyhoo
Furore
Aufgeregtheit
Aufregung
Aufsehen
Beachtung
Rummel
Wirbel
Auflehnung
Aufruhr
Aufstand
Ausschreitung
Erhebung
Krawall
Massenaufstand
Massenprotest
Massenunruhen
Protestaktion
Protest
Putsch
Rebellion
Tumult
Unruhe
Aufruhr
Aufstand
Aufwiegelung
Meuterei
Rebellion
Revolte
Aufruhr
Krawall
Lärm
Rabatz
Randale
Spektakel
Tumult
Unruhe
Aufstand
Terz
Theater
Welle
Tamtam
Aufheben
Aufregung
Aufruhr
Aufsehen
Federlesen
Gesums
Getöse
Getue
Gewese
Hype
Hysterie
Schaumschlägerei
Tamtam
Theaterdonner
Wirbel
Aufgeregtheit
Furore
aufreißen
Bohei
Buhei
Gehabe
Gemach
Getrommel
Riesenbohei
Rummel
Tebs
Theater
Trara
Geschiss
Aufruhr
Volkszorn
Aufruhr
Spannung
Unruhe
Aufschrei
Empörungswelle
Proteststurm
Shitstorm
Empörungswoge
Auflehnung
Aufruhr
Aufstand
Ausschreitung
Erhebung
Krawall
Massenaufstand
Massenprotest
Massenunruhen
Protestaktion
Protest
Putsch
Rebellion
Tumult
Unruhe
Aufruhr
Aufstand
Aufwiegelung
Meuterei
Rebellion
Revolte
Aufruhr
Krawall
Lärm
Rabatz
Randale
Spektakel
Tumult
Unruhe
Aufstand
Terz
Theater
Welle
aufheben
Aufheben
Aufwand
Gewese
Aufstand
Bohei
Brimborium
Buhei
Gedöns
Lärm
Theater
Trara
Tullus
Ausbeute
Erlös
Ertrag
Gewinn
Gewinnmarge
Gewinnspanne
Marge
Profit
Rendite
Überschuß
Verdienstspanne
Ausbeute
ausheben
Ausbeuter
Blutsauger
Leuteschinder
Lohndrücker
Profiteur
Profitmacher
Schinder
Sklaventreiber
Aasgeier
Halsabschneider
Hyäne
Parasit
Ausbeuterei
Ausbeutung
Ausplünderei
Ausplünderung
Exploitation
Halsabschneiderei
Ausbruch
Eruption
Explosion
Streitgespräch
Auseinandersetzung
Disput
Meinungsverschiedenheit
Rededuell
Schlagabtausch
Streit
Szene
Wortgefecht
Wortwechsel
Wortwechsel
Auseinandersetzung
Debatte
Diskussion
Disput
Disputation
Streitgespräch
Wortstreit
Auseinandersetzung
Bruch
Differenz
Disput
Querele
Reibereien
Streitigkeit
Zerwürfnis
Schererei
Auseinandersetzung
Fehde
Konflikt
Kontroverse
Streit
Streit
Auseinandersetzung
Clinch
Friktion
Geplänkel
Gerangel
Hakelei
Rangelei
Reibung
Scharmützel
Streiterei
Streitigkeit
Unfrieden
Zank
Zerwürfnis
Zwist
Zwistigkeit
Differenz
Hader
Querele
Hickhack
Klinsch
Knatsch
Krach
Stunk
wickeln
Zankerei
Zoff
Ausfall
Betriebsstörung
Störfall
Abstinenz
Ausfall
Entbehrung
Entzug
Ausgrenzung
Aussonderung
Desintegration
Exklusion
Ächtung
Ausgrenzung
Ausschluss
Bann
Bannfluch
Bannstrahl
Untersagung
Verbannung
Verbot
Verdammung
Verfemung
Annihilation
Aufreibung
Auslöschung
Destruktion
Devastation
Devastierung
Vernichtung
Verwüstung
Zerstörung
Zertrümmerung
Zunichtemachung
Demolition
Extinktion
Auslöschung
Völkermord
Ausrottung
Austilgung
Exterminierung
Genozid
Holocaust
Massenmord
Massenvernichtung
Aufschub
Aussetzung
Fristverlängerung
Verschiebung
Vertagung
Verzögerung
Aufhebung
Aussetzung
Suspension
Unterbrechung
Banalität
Bedeutungslosigkeit
Belanglosigkeit
Gehaltlosigkeit
Irrelevanz
Nichtigkeit
Oberflächlichkeit
Plattheit
Trivialität
Unwichtigkeit
Schnickschnack
Bagatelle
Banalität
Belanglosigkeit
Geringfügigkeit
Kleinigkeit
Lappalie
Nebensache
Nebensächlichkeit
Nichtigkeit
Petitesse
unwichtig
Unwichtigkeit
Marginalie
Quisquilien
Kiki
Kinkerlitzchen
Kleckerkram
Kleinkleckerkram
Kleinkram
peanuts
Pillepalle
Pipifax
Schnullibulli
Tüddelkram
Fliegenschiss
Allgemeinplatz
Banalität
Binsenwahrheit
Binsenweisheit
Floskel
Gemeinplatz
Klischee
Phrase
Platitude
Plattitüde
Schlagwort
Sprachhülse
Sprechblase
Stammtischweisheit
Trivialität
Binse
Spruch
Bankrott
Illiquide
insolvent
Pleite
zahlungsunfähig
Bankrott
Bankrottfall
Insolvenz
Konkurs
Konkursfall
Ruin
Zahlungseinstellung
Zahlungsunfähigkeit
Illiquidität
Pleite
Bankrott
insolvent
Mittellos
Pleite
zahlungsunfähig
Illiquid
abbrennen
blank
Absperrung
Abriegelung
Barriere
Blockade
Sperre
Verbarrikadierung
Barriere
Behinderung
Blockade
Bremsklotz
Fallstrick
Hemmnis
Hemmschuh
Hemmung
Hindernis
Hürde
Stolperstein
Schikane
Barriere
Schlagbaum
Schranke
Schranke
Wegeschranke
Banalität
Bedeutungslosigkeit
Belanglosigkeit
Gehaltlosigkeit
Irrelevanz
Nichtigkeit
Oberflächlichkeit
Plattheit
Trivialität
Unwichtigkeit
Schnickschnack
Bedrohung
Gefahr
Gefährdung
Pulverfass
Risiko
Unsicherheit
Wagnis
Fährde
Fährnis
Stolperfalle
Androhung
Bedrohung
Drohung
Behinderung
Beeinträchtigung
Handicap
Handikap
Beeinträchtigung
Betriebsstörung
Fehlfunktion
Störung
Unregelmäßigkeit
Glitch
Beeinflussung
Beeinträchtigung
Interferenz
Überlagerung
Überschneidung
Wechselwirkung
Beeinträchtigung
Beschädigung
Defekt
Fehler
knacksen
Läsur
Makel
Riß
Schaden
Sprung
Befangenheit
Gehemmtheit
Hemmung
Schüchternheit
Unsicherheit
Verklemmtheit
Voreingenommenheit
Befangenheit
Vorbehalt
Vorurteil
Ressentiment
Befangenheit
Verzerrung
Angst
Angstgefühl
Bedenken
Bedrohungsgefühl
Befürchtung
Beklemmung
Beklommenheit
Furcht
Scheu
Sorge
Bammel
Flattermann
Fracksausen
Manschetten
Muff
Muffensausen
Schiss
Ahnung
Befürchtung
Besorgnis
Gefühl
Vorahnung
Vorgefühl
Abgrenzung
Begrenzung
Einfassung
Rain
Rand
Saum
Umgrenzung
Umrandung
Begrenzung
Beschränkung
Deckelung
Einengung
Einschränkung
Restriktion
Zwang
Begrenzung
Beschränkung
Grenze
Limit
Limitation
Limit
Limitierung
Abgrenzung
Begrenzung
Grenze
Grenzlinie
Bande
Begrenzung
Spielfeldbegrenzung
Behinderung
Blockierung
Obstruktion
Störung
Verzögerung
Widerstand
Behinderung
Beeinträchtigung
Handicap
Handikap
Barriere
Behinderung
Blockade
Bremsklotz
Fallstrick
Hemmnis
Hemmschuh
Hemmung
Hindernis
Hürde
Stolperstein
Schikane
Belastung
Spannung
Spannungszustand
Tension
Zug
Belastung
Bürde
Last
Aufregung
Belastung
Druck
Hektik
Nervosität
Streß
Angespanntheit
Angestrengtheit
Belastung
Dauerbelastung
Belastung
Anschuldigung
Anwurf
Beschuldigung
Bezichtigung
Schuldzuweisung
Unterstellung
Verdächtigung
Vorhaltung
Vorwurf
Belastung
Beleidigung
Beschimpfung
Verhöhnung
Injurie
Invektive
Schmähung
Verbalinjurie
Affront
Beleidigung
Ehrverletzung
Insultation
Kränkung
Schmähung
Affront
Beleidigung
Diskreditierung
Erniedrigung
Herabwürdigung
Insult
Kränkung
schimpfen
Verbalinjurie
Verletzung
Verunglimpfung
Belästigung
Sekkatur
Sekkiererei
Belästigung
nachstellen
Nachstellung
Stalking
Belästigung
Übergriff
Abbau
Beschneidung
Dezimierung
Herabsetzung
Kürzung
Minderung
Reduktion
Reduzierung
Senkung
Verkleinerung
Verminderung
Verringerung
Frauenbeschneidung
Genitalverstümmelung
Mädchenbeschneidung
Beschneidung
Begrenzung
Beschränkung
Deckelung
Einengung
Einschränkung
Restriktion
Zwang
Begrenzung
Beschränkung
Grenze
Limit
Limitation
Limit
Limitierung
Anschuldigung
Anwurf
Beschuldigung
Bezichtigung
Schuldzuweisung
Unterstellung
Verdächtigung
Vorhaltung
Vorwurf
Belastung
Beschwerde
Missfallensäußerung
Unmutsäußerung
Missfallensbekundung
Beanstandung
Beschwerde
Reklamation
Anfechtung
Berufung
Beschwerde
Einsprache
Einspruch
Einwendung
Rekurs
Revision
Widerspruch
Appellation
Intervention
Beschwerde
Krankheitssymptom
Krankheitszeichen
Symptom
Beschwerlichkeit
Bürde
Erschwernis
Hemmnis
Komplikation
Schwierigkeit
Verwicklung
Widrigkeit
Beeinträchtigung
Beschädigung
Defekt
Fehler
knacksen
Läsur
Makel
Riß
Schaden
Sprung
Beschämung
Erniedrigung
Verlegenheit
Abfuhr
Abtransport
Beseitigung
Entfernung
Fortschaffung
Ausschluss
Beseitigung
Elimination
Eliminierung
Erledigung
Abschaffung
Annullierung
Aufhebung
Auflösung
Beseitigung
Einstellung
Streichung
Behebung
Beseitigung
Ahnung
Befürchtung
Besorgnis
Gefühl
Vorahnung
Vorgefühl
Besorgnis
Gedanke
Missbehagen
Sorge
Unausgeglichenheit
Unbehagen
Unruhe
Bestechung
Korruption
Besteuerung
Steuerveranschlagung
Ahndung
Bestrafung
Strafe
Strafmaßnahme
Strafverhängung
Züchtigung
Bebußung
Sanktionierung
Bestürzung
Entsetzen
Konsternierung
Ängstlichkeit
Bangigkeit
Beängstigung
Bestürzung
Betroffenheit
Betroffensein
Fassungslosigkeit
Konsterniertheit
Schock
Verstörtheit
Verstörung
Konsternation
Konsternierung
Betrug
Betrügerei
Gaunerei
Irreführung
Manipulation
Nepp
Prellerei
Rosstäuscherei
Schwindel
Täuschung
Trickserei
Fraud
Scam
Schurkenstück
abzocken
Bauernfängerei
Beschmu
Beschub
Beschupp
Mogelpackung
Schmu
Schummelei
Beschiss
Betrug
Betrügerei
Etikettenschwindel
Hochstapelei
Mauschelei
Trickserei
Beschiss
Betrug
Ehebruch
Fremdgehen
Seitensprung
Treulosigkeit
Untreue
Betrüger
Hochstapler
Schwindler
Windei
Betrüger
Rosstäuscher
Scharlatan
Schwindler
Abzocker
Bauernfänger
Nepper
Schlawack
Betrüger
Falschspieler
Schwindler
Beule
Schwellung
Dippel
Horn
Abdruck
Beule
Delle
Vertiefung
Lunke
Blötsch
Dötsch
Beule
Verdickung
Beunruhigung
Irritation
Reizung
Auftrittsangst
Bangigkeit
Beunruhigung
Herzklopfen
Lampenfieber
Nervosität
Nervenflattern
Zähneklappern
Bevormundung
Knebelung
Knechtschaft
Unterdrückung
Unterjochung
Unterwerfung
Versklavung
Bitterkeit
Erbitterung
Verbitterung
Barriere
Behinderung
Blockade
Bremsklotz
Fallstrick
Hemmnis
Hemmschuh
Hemmung
Hindernis
Hürde
Stolperstein
Schikane
Absperrung
Abriegelung
Barriere
Blockade
Sperre
Verbarrikadierung
Behinderung
Blockierung
Obstruktion
Störung
Verzögerung
Widerstand
Blockierung
Hemmung
Inhibition
Sperrung
Dilettantismus
Dummheit
Ignoranz
Unfähigkeit
Unwissenheit
Beklopptheit
Beknacktheit
Blödheit
Doofheit
Stümperhaftigkeit
Trotteligkeit
Trottligkeit
Bombardement
Bombardierung
Bombenabwurf
Bombardement
Bombardierung
Bombenabwurf
Bombe
Explosivmaterial
Explosivstoff
Sprengsatz
Sprengstoff
Aufsehen
Clou
Mediumenereignis
Sensation
Bombe
Brüller
Knall
Knüller
Krach
Ausdehnungsgefäß
Druckausgleichsbehälter
Expansionsgefäß
Bombe
Arglist
Biestigkeit
Bösartigkeit
Boshaftigkeit
Bosheit
Böswilligkeit
Gehässigkeit
gemein
Gemeinheit
Gerissenheit
Heimtücke
Hinterhältigkeit
Hinterlist
Niedertracht
Ruchlosigkeit
Sadismus
Tücke
Verschlagenheit
Bosheit
Böswilligkeit
Verruchtheit
Boshaftigkeit
Biestigkeit
Bosheit
Gehässigkeit
Gemeinheit
Niederträchtigkeit
Schikane
Teufelei
Schweinerei
Mark
Brand
Firmensignet
Markenname
Schutzmark
Signet
Warenzeichen
Brand
Braunfäule
Mehltau
Brand
Wundbrand
Brand
Feuer
Brand
Gangrän
Gangräne
Wundbrand
Bruch
Fraktur
Knochenbruch
Sumpf
Bruch
Feuchtgebiet
Moor
Moorland
Morast
Bruch
Eingeweidebruch
Hernia
Hernie
Bruch
Bruchteil
Fraktur
Bruch
Einschnitt
Unterbrechung
Wendepunkt
Zäsur
Bruch
Riß
Zerwürfnis
Brouillerie
Bruch
Sprung
Verschiebung
Verwerfung
Auwald
Broich
Bruch
Bruchwald
Moorwald
Sumpfwald
Bruch
Bruchstelle
Verwerfung
Einbruch
Bruch
Brutalität
Rohheit
Unmenschlichkeit
Brutalität
Gewalttätigkeit
Bußgeld
Geldbuße
Bösartigkeit
Heimtücke
Infamie
Niedertracht
Arglist
Biestigkeit
Bösartigkeit
Boshaftigkeit
Bosheit
Böswilligkeit
Gehässigkeit
gemein
Gemeinheit
Gerissenheit
Heimtücke
Hinterhältigkeit
Hinterlist
Niedertracht
Ruchlosigkeit
Sadismus
Tücke
Verschlagenheit
Bösartigkeit
Malignität
Bösewicht
Fötzel
Frevler
Gauner
Haderlump
Halunke
Lump
Missetäter
Schlitzohr
schaffen
Schurke
Spitzbube
Strolch
Tunichtgut
Übelmann
Übeltäter
Unhold
Schubiack
Canaille
Kanaille
Hauptschuldiger
Hauptverantwortlicher
Bösewicht
Belastung
Bürde
Last
Bürde
Crux
Fron
Joch
Knechtschaft
Kreuz
Krux
Last
Mühlstein
Plage
Beschwerlichkeit
Bürde
Erschwernis
Hemmnis
Komplikation
Schwierigkeit
Verwicklung
Widrigkeit
Durcheinander
Chaos
Dschungel
Gemeng
Gemisch
Gewirr
Mischung
mixen
Pelemele
Sammelsurium
Tohuwabohu
Unordnung
verhauen
Wirrnis
Wirrwarr
Wust
Kuddelmuddel
Mischmasch
Salat
Chaos
Umbruch
Wirre
Chaos
Durcheinander
Unaufgeräumtheit
Unordnung
Crash
Flugzeugabsturz
Flugzeugunglück
Börsencrash
Börsenkrach
Börsenkrise
Börsensturz
Crash
Einbruch
Kursverfall
Wertverlust
Zusammenbruch
Absturz
Bluescreen
Crash
Fehlschlag
Misserfolg
Bauchlandung
Bruchlandung
Fehlversuch
Niederlage
Pleite
Rückschlag
Scheitern
Schiffbruch
Schlappe
Versagen
Crash
Flop
klatschen
Reinfall
Rohrkrepierer
Defekt
funktionsunfähig
funktionsuntüchtig
Abgekackt
Fratze
hin
kaputt
verrecken
anknacksen
angeschlagen
anstoßen
beschädigen
Defekt
lädiert
mitnehmen
ramponiert
Schadhaft
wurmstichig
Defekt
Defizit
Mangel
Manko
Minuspunkt
Schaden
Schwäche
Schwachstelle
Ungenügen
Unzulänglichkeit
Insuffizienz
Macke
Beeinträchtigung
Beschädigung
Defekt
Fehler
knacksen
Läsur
Makel
Riß
Schaden
Sprung
Absenz
Abwesenheit
Defizit
Fehlen
Mangel
Defekt
Defizit
Mangel
Manko
Minuspunkt
Schaden
Schwäche
Schwachstelle
Ungenügen
Unzulänglichkeit
Insuffizienz
Macke
Abmangel
Defizit
Fehlbetrag
Haushaltsdefizit
Haushaltsloch
Defizit
Einbuße
Fehlbetrag
Minus
Nachteil
Unterschuss
Verlust
Verlustgeschäft
Miese
Deformation
Deformierung
Durchbiegung
Verbiegung
Verformung
Deformation
Deformierung
Entstellung
Verzerrung
Degradation
Degradierung
Herabsetzung
Degeneration
Dekadenz
Entartung
Niedergang
Pervertierung
Verfall
Zerfall
Zerrüttung
Defaitismus
Defätismus
Dekadenz
Endzeitstimmung
Lebensverneinung
Miesmacherei
Pessimismus
Schwarzseherei
Untergangsstimmung
Weltuntergangsstimmung
Demütigung
Erniedrigung
Schmach
Schlappe
Denkfehler
Fangschluss
Fehlannahme
Fehleinschätzung
Fehlschluss
Irrglaube
Irrtum
Missverständnis
Paralogismus
Trugschluss
Depression
Flaute
