tweet_id,date,username,tweet,source,retweet_count,user_location,user_place,coordinates
1349084707632406531,12-01-2021,LawyerSack,Die hatte ja früher schon ne Macke https://t.co/bMgRAHdC4B,Twitter for iPhone,0,LONDON and BAYREUTH,,
1349084680793022464,12-01-2021,E_I_M_I,Bundeskriminalamt warnt vor Radikalisierung #Coronaleugner #Querdenken #Rechtsextremismus #NazisRaus#NoAfD #AfDVerbotJETZT https://t.co/0oDzdna7Tq,Twitter for Android,0,Frankfurt-Bornheim,,
1349084679312465920,12-01-2021,FoxMulder944,Ohne unsere muslimischen Kulturbereicherer würde der #Lockdown garnicht mehr enden. #Lauterbach #Söder #Merkel https://t.co/jXsnWws2R4,Twitter Web App,0,,,
1349084665882304513,12-01-2021,ueberschriften,"Kommentar: Corona: Wer alte Menschen pflegt, muss sich impfen lassen https://t.co/eCWgQcB1vQ",,0,,,
1349084665194405893,12-01-2021,teufels_beitrag,werd ich nach corona einfach direkt 40 sein weil manchmal fühl ich mich wie direkt davor was ist jugendv,Twitter for Android,0,NRW | she/they,,
1349084651516801024,12-01-2021,aus_der_Lausitz,"Stanford-Professor John Ioannidis, der auch auf den Seiten der WHO publiziert, hat mit Kollegen eine wissenschaftlich fundierte Studie herausgebracht, die belegt, dass der Lockdown nicht nur so gut wie keinen Nutzen hat, er kann sogar schädlich sein.https://t.co/kemO8HSLN0",Twitter Web App,0,Abendland,,
1349084645523152896,12-01-2021,MartinPoehland,#Agilität proklamiert für sich die schnellstmögliche Adaption an neue Umstände. Habt ihr das Gefühl oder gar Belege dass agiles Arbeiten in der aktuellen Krisensituation überlegen ist? #followerpower #COVID19 @cmueller80 @netzabine,Twitter for Android,0,"Frankfurt am Main, Deutschland",,
1349084636379541505,12-01-2021,CaptHateSpeech,Anscheinend soll der Lockdown bis Ostern verlängert werden.Viel länger mache ich das auch nicht mehr mit.Grundrechtseinschränkungen sucken nach so einer Weile einfach ziemlich.,Twitter for Android,0,Deutschland,,
1349084631912607744,12-01-2021,bhyibo,"Übrigens kann man bei uns im Dorf (RLP) eine Corona-Infektion nicht verheimlichen, das Ordnungsamt kommt tatsächlich vorbei und kontrolliert, ob man zuhause ist. 😮",Twitter for iPhone,0,Germany,,
1349084620122451969,12-01-2021,Luke_Noris,"Maskenpflicht FFP2 in Bayern wird für Chaos bei den Apotheken sorgen, es werden schlangenweise Menschen anstehen um diese sich zu besorgen. Ein Feuerwerk für Corona. Genau so. Ich würde sagen  ein Eigentor",Twitter for Android,0,"Nürnberg, Bayern",,
