tweet_id,date,username,tweet,source,retweet_count,user_location,user_place,coordinates
1341461681055084547,22-12-2020,k4ii_,Es gibt heute gar kein Corona extra nach der Tagesschau. Liegt wohl an den 86 Cent die fehlen,Twitter for Android,0,Internet oder an der Küste,,
1341461679721340931,22-12-2020,EnergiewendeNOW,"#Covid19 - ""Es wird wirklich eng werden in den Krankenhäusern"" (via @SZ)#QuerdenkerSind#superspreaderDie Hochburg der #noAfD#Sachsen  hat schon lange keine  #intensivbetten mehr Logisch!  https://t.co/OSq6P99UYr",Twitter for Android,0,Nürnberg,,
1341461667478196226,22-12-2020,BentFreiwald,"Mein Vater sagt, die Corona-Skeptiker in seiner Kleinstadt werden immer mehr: ""Letzten Sonntag waren das schon zwölf!""",Twitter for Android,0,Newsletter über Bildung 👇,,
1341461641016184832,22-12-2020,ChristlichUnion,Aktuelle Entwicklungen zu Covid-19: Corona-News: RKI meldet 31.300 Neuinfektionen binnen eines Tages | https://t.co/gWXAix3KGm - https://t.co/gWXAix3KGm https://t.co/eeYqL8jKgA https://t.co/uj4Aus3dKw,dlvr.it,0,"Regensburg, Germany",,
1341461624721461256,22-12-2020,Medi80scSc,"#Weihnachten #Weihnachten2020 #COVID19 #StayHome @tupfentier @TheRealSarsCov2  Wünsche ALLEN von Herzen eine schöne Weihnachtszeit. Wir sind zu viert an Heiligabend. Den Brunch am 2. Weihnachtstag habe ich abgesagt. Passt auf euch auf, reduziert die Kontakte. 🎄😷✊🙏",Twitter Web App,0,Bonn,,
1341461607382212608,22-12-2020,mmachowecz,Im DDR-Lexikon von 1962 hier im Büro war die Welt noch in Ordnung #Corona https://t.co/966DxMnKIZ,Twitter for iPhone,0,"Plagwitz, Leipzig",,
1341461586683322368,22-12-2020,Peter_Aigner,Die freiwilligen Impfungen haben begonnen - #covid #corona https://t.co/owu0UpsJJ1,Twitter for iPhone,0,"Vienna, Austria","Place(_api=<tweepy.api.API object at 0x0000026AAAA50040>, id='9f659d51e5c5deae', url='https://api.twitter.com/1.1/geo/id/9f659d51e5c5deae.json', place_type='city', name='Vienna', full_name='Vienna, Austria', country_code='AT', country='Austria', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000026AAAA50040>, type='Polygon', coordinates=[[[16.18218, 48.117666], [16.577511, 48.117666], [16.577511, 48.322574], [16.18218, 48.322574]]]), attributes={})",
1341461584598749187,22-12-2020,achkpman,okay und was an lockdown soll jetzt so cool sein,Twitter for iPhone,0,ich bin kein 2020 user,,
1341461572087128065,22-12-2020,PottBote,Die Stadt #Oberhausen verhängt ab dem 22.12. per Allgemeinverfügung eine Ausgangssperre für die Zeit von 21 Uhr abends bis 5 Uhr morgens.Quelle: https://t.co/rqsd3f9mJm#Corona #Covid19 #Pandemie #Rhein #Ruhr #Emscher #Lippe#Ruhrgebiet #Ruhrpott #Revier,Twitter Web App,0,"Wanne-Eickel, Emscherinsel",,
1341461528961314818,22-12-2020,tabernamontanu7,"Sehr gut! Das muss aufgeklärt werden. Wenn die Vorwürfe zutreffen, ist das ein weiteres Indiz, dass die Zahl der an und mit #COVID19 Verstorbenen künstlich in die Höhe getrieben wird • Und zwar systematisch und gezielt #Corona #Todesursache https://t.co/Tfb3WoxJ24",Twitter for iPhone,0,Rhein-Ruhr,,
1341461465346301953,22-12-2020,Trollwiesentro1,"SEUCHENVÖGEL Weida             Wocheninzidenz 282,3Greiz               Wocheninzidenz 282,3Zeulenroda    Wocheninzidenz 282,3https://t.co/7OfHV3ys66",Twitter for Android,0,,,
1341461425345220608,22-12-2020,dawwidd,Da der Vergleich ja oft für Relativierungen herangezogen wurde:#Verkehrstote in #NRW 2019: 458#Corona-Tote in NRW (Stand heute): 5.425Allein gestern sind 180 dazu gekommen. Das sind mehr als 1/3 der Verkehrstoten vom gesamten Jahr 2019.,Twitter Web App,0,Bochum,,
