tweet_id,date,username,tweet,source,retweet_count,user_location,user_place,coordinates
1343370692541214721,28-12-2020,Grund_gesetzt,"Überdenkenswerte Dialoge, Teil 1:„Die Auslastung der Intensivstationen liegt seit Wochen zwischen 79 und 84%, also im Normalbereich.“„Das ist, weil OPs verschoben wurden.“„Dann sind die Intensivstationen also derzeit nicht überlastet.“„Doch, voll krass wegen Corona.“",Twitter for iPhone,0,,,
1343370586341453831,28-12-2020,Tierverliebt181,Eine weitere Hoffnung für uns https://t.co/fsRtItBYde,Twitter for Android,0,"Hessen, Deutschland",,
1343370447690342400,28-12-2020,OP_online,Corona-Impfung in Deutschland gestartet: Darauf sollten Allergiker jetzt achten https://t.co/nE593lqigY,Echobox,0,Offenbach am Main,,
1343370341784166406,28-12-2020,FriedlichsChaxs,"Das Corona vorbei ist (Lockdown endet, der Impfstoff funktioniert und der Virus kann ausgerottet werden etc.) Von Zuhause endlich ausziehen zu können Das Schuljahr nicht wiederholen zu müssen (ok ich mach es Freiwillig, aber das die Noten halt stimmen xd) und ich studieren kann https://t.co/DVs5Dq9e5S",Twitter for iPhone,0,(she/her),,
1343370229511024642,28-12-2020,volmi6,"Chinesischer COVID-19-Impfstoff in der Türkei zu 91,25 Prozent wirksam. https://t.co/QL6Du6pDrx",Twitter for Android,1,,,
1343370210196267010,28-12-2020,CBreu_AfD,"Keine Panik, ihr seid hier nicht auf der #Titanic! 😂Jeder, der eine #Corona-#Impfung will, darf irgendwann mal #Versuchskaninchen spielen.In der Zwischenzeit kann die Mehrheit der Menschen in #Deutschland verfolgen, ob sich die 🐰 anhaltender #Gesundheit erfreuen! 🤔 https://t.co/tEUXhKNHJD",Twitter Web App,0,,,
1343369886190465025,28-12-2020,Vallelel,glaub ich fahr morgen rum@Alexis_Bexis @Pepushi20 lass was machenoh warte lockdownvergesst es,Twitter Web App,0,J4P4N,,
1343369858478714881,28-12-2020,Kassandra_1909,Steigende Corona-Infektionszahlen: Peking geht in den »Notfall-Modus« https://t.co/WZqDwiou5d via @derspiegel,Twitter for Android,0,,,
1343369641712779264,28-12-2020,ZiescheRainer,"WAS FÜR EIN TRIUMPH ZUG 2020—DEUTSCHLAND ist nach 30 JAHREN ROTHSCHILDSKANZLERIN SOUVERÄN : FRANKFURT hat eine diplomatische ZONE für die US WAHL , was für ein SIEG — GERMANY SOUVERÄN — D.J. TRUMP gewinnt die US - WAHL u. EU (F)MERKEL hat ihr CORONA - Computer sind DIPLOMATEN https://t.co/HmKwMKmfAi",Twitter for iPad,0,"Vietnam , Laos , Thailand",,
1343369142892691457,28-12-2020,mkrpooh,"liebe #bayern, es gibt #schlimmeres wie #corona : #metall vom #rhein, einen #koch von #heckler, #peter #maffay von #krauss #wegmann, einen #grumman von #northrop, eine #heron-#drohne von #boeing und noch viel mehr #militärspielzeuge ! #sz #faz #zeit #nzz #spiegelonline",Twitter Web App,0,Simmelsdorf,,
1343369141365968901,28-12-2020,ORFBreakingNews,US-Präsident Trump gibt Blockade auf und unterzeichnet Konjunkturprogramm gegen Corona-Krise.,Twitter Web App,1,,,
1343369088698036226,28-12-2020,Nino_Pandari,"#Nino_Pandari Hey Menschen, leider war auf grund der Corona Pandemie das Jahr 2020 nicht so cool, was demo und co angeht. Sprich es fehlt leider geld. Es steht noch eine Große Rechnung an ca 200€. Würde mich massiv über spende freuen ❤️❤️❤️🖤🖤🖤❤️❤️❤️https://t.co/I2RIvP8QbI",Twitter Web App,0,Düren,,
1343368578985287681,28-12-2020,passurpris,Nein! Doch! Oh! https://t.co/LkDZianN3v,SanLMBot,0,,,
1343368575193673728,28-12-2020,man_groove,Na geht doch.*Vereinigte Staaten: #Trump unterzeichnet neues Hilfsprogramm gegen #Corona-Krisehttps://t.co/HbfWYMEEVT via @faznet.,Twitter Web App,0,"Munich, Germany",,
