tweet_id,date,username,tweet,source,retweet_count,user_location,user_place,coordinates
1350142825233575937,15-01-2021,Hochheimer_12,"#MerzVerhindern #Corona zeigt es:Anbeten von den ""Kräften des Marktes""  a la #Merz hilft wenig in einer Zeit, in der viele Probleme erst dadurch entstanden sind, dass sich der Staat zu sehr zurückgezogen hat. Siehe Pflege, siehe Kitas, Schulen, Digitales und Infrastruktur",Twitter Web App,0,,,
1350142811992170506,15-01-2021,JB_tagedieb,"Ich knabbere Käsestangen (bio), trinke Rotwein und schaue Artedoku. Dieses bildungsbürgerliche Zerrbild möchte aus dem Lockdown auf ein Punkkonzert abgeholt werden. Dringend.",Twitter Web App,0,Bremen,,
1350142807701389314,15-01-2021,mrtnschn,Erwartbare Probleme und Todesfälle bei Corona Impfungen - und warun tut man nichts. um negative Folgen gering zu halten und die Wirkung zu erhöhen. https://t.co/l1jbVWtJPG,Twitter Web App,0,D(E)-BY-BGL,,
1350142805390340099,15-01-2021,Corax_xxl,"Wenn es wahr ist das der Corona Impfstoff Gene verändert und Unfruchtbarkeit verursacht wird der Morgentauplan  Wirklichkeit ,es wäre die Regierung die diese Impfung durchsetzen will sofort des Amtes zu entheben und zu  als Massenmörder zu verklagen 🤯",Twitter for iPad,0,,,
1350142789825277953,15-01-2021,GdeParthenstein,Regeln in den Bundesländern https://t.co/FKMYVb83Fo #Merkel #BuReg,Twitter Web App,0,D-04668 Parthenstein,,
1350142789552648198,15-01-2021,HenningT6,"Ein Lockdown hat so lange keinen Sinn, solange der Passagier-Flugverkehr nicht auch  eingestellt oder mindestens massiv reduziert wird. Es kann nicht sein, dass permanent Leute u.a. aus den B117-Ländern einreisen.",Twitter for Android,0,Deutschland,,
1350142778127376386,15-01-2021,SchokoInvestor,"+++ Nur um das mal klar zu stellen: +++Die Infektionen sinken nicht, weil WINTER ist. Es ist Corona Saison. Ohne Lockdown würde die Inzidenz EXPLODIEREN. Wie wir das bereits im Süd- Winter in Südamerika gesehen haben. In Argentinien gab es trotz strengem Lockdown einen Anstieg.",Twitter Web App,0,Osnabrück,,
1350142775942131712,15-01-2021,Gartenleo,"3. Tag im Rennen um einen #Corona-Impftermin für meine Mam. Eine riesige Lostrommel, die fast nur mit Nieten gefüllt ist. Du kannst zwar ab &amp; zu reingreifen, aber es steht immer„Du hast leider nicht gewonnen“auf deinem Los &amp; ""Versuch es morgen nochmal, wenn Du dann noch lebst!""",Twitter Web App,0,Liederbach am Taunus,,
1350142768451092481,15-01-2021,BA_Online,Der Kreis #Bergstraße meldet am Freitag 68 neue #Corona-Infektionen. https://t.co/cOxX5Tdvrw,IFTTT,0,"Bensheim, Germany",,
1350142768027459586,15-01-2021,besserwitzer,"""Wir bieten jetzt auch #Onlineunterricht an"" - Werbung einer #Fahrschule. Vielleicht wäre jetzt ein guter Zeitpunkt für den Durchbruch #autonom fahrender #Autos. #autonomesfahren #lockdown #augenaufimstraßenverkehr",Twitter for Android,0,"Tübingen, Deutschland",,
